track_key,seed,changed_blocks,total_blocks,changed_seconds,input_error_mass,changed_input_distance,inside_output_change,outside_output_change,localization_contrast,changed_target_effect,full_output_change
sambasevam_shanmugam_kaathaadi,2027,19,24,9.5,0.36467286087053025,0.4606394032048804,0.0873823332834325,0.02154189472114478,0.06584043856228772,0.1232818890706951,0.07366557524962254
sambasevam_shanmugam_kaathaadi,42,19,24,9.5,0.36467286087053025,0.4606394032048804,0.05332199381010102,0.018089605410625653,0.035232388399475366,0.14998654826682284,0.04598191289354364
secretariat_borderline,123,15,24,7.5,0.1997615853530025,0.31961853656480416,0.09877725947967049,0.05928618673156844,0.03949107274810205,0.11541482186581274,0.08396810719913222
secretariat_borderline,2027,15,24,7.5,0.1997615853530025,0.31961853656480416,0.059777969906412425,0.030325903491265134,0.02945206641514729,0.10340840273100413,0.0487334450007322
secretariat_borderline,42,15,24,7.5,0.1997615853530025,0.31961853656480416,0.06901800456878528,0.036565094265172994,0.03245291030361228,0.11826109820270976,0.05684816320493066
secretariat_over_the_top,123,21,24,10.5,0.6890900774925051,0.7875315171342915,0.06722191769628615,0.023118099142892645,0.0441038185533935,0.2551385428441135,0.06170894037711195
secretariat_over_the_top,2027,21,24,10.5,0.6890900774925051,0.7875315171342915,0.09482286853611259,0.03257552855155651,0.06224733998455608,0.19759149509738386,0.08704195103804309
secretariat_over_the_top,42,21,24,10.5,0.6890900774925051,0.7875315171342915,0.07551640810937381,0.025017043649443904,0.050499364459929905,0.21366115276912648,0.06920398755188256
signe_jakobsen_what_have_you_done_to_me,123,21,24,10.5,0.4661697421142483,0.532765419559141,0.05852862946280351,0.042931298768701054,0.015597330694102456,0.07753650659469347,0.056578963126040716
signe_jakobsen_what_have_you_done_to_me,2027,21,24,10.5,0.4661697421142483,0.532765419559141,0.08352308197817064,0.09712301276860713,-0.01359993079043649,0.19745043961938089,0.0852230733269752
signe_jakobsen_what_have_you_done_to_me,42,21,24,10.5,0.4661697421142483,0.532765419559141,0.07235713333690595,0.021688183899452002,0.05066894943745395,0.16773166547509358,0.06602351465722421
the_doppler_shift_atrophy,123,24,24,12.0,0.6392647213905623,0.6392647213905623,0.10221663657577794,0.0,0.0,0.1546515565520478,0.10221663657577794
the_doppler_shift_atrophy,2027,24,24,12.0,0.6392647213905623,0.6392647213905623,0.06367437854110797,0.0,0.0,0.1682609143177863,0.06367437854110797
the_doppler_shift_atrophy,42,24,24,12.0,0.6392647213905623,0.6392647213905623,0.0726395796568554,0.0,0.0,0.1948846325251552,0.0726395796568554
the_easton_ellises_baumi_sdrnr,123,24,24,12.0,0.8200845557322612,0.8200845557322612,0.15056042227923214,0.0,0.0,0.35794103962229457,0.15056042227923214
the_easton_ellises_baumi_sdrnr,2027,24,24,12.0,0.8200845557322612,0.8200845557322612,0.0901097340383551,0.0,0.0,0.17762567947790542,0.0901097340383551
the_easton_ellises_baumi_sdrnr,42,24,24,12.0,0.8200845557322612,0.8200845557322612,0.12103629634789874,0.0,0.0,0.26720307357257306,0.12103629634789874
the_long_wait_dark_horses,123,23,24,11.5,0.6090888971682531,0.6355710231320901,0.08948736187567485,0.031118812031675103,0.05836854984399975,0.25484857300156105,0.08705533896550821
the_long_wait_dark_horses,2027,23,24,11.5,0.6090888971682531,0.6355710231320901,0.11132776722675106,0.01820558418068796,0.0931221830460631,0.27436469160666044,0.10744767626649841
the_long_wait_dark_horses,42,23,24,11.5,0.6090888971682531,0.6355710231320901,0.1536949724479181,0.013362228870391846,0.14033274357752626,0.31025703337711635,0.1478477747988545
tom_mckenzie_directions,123,20,24,10.0,0.5366022657118902,0.6439227188542683,0.07025679621155013,0.023411438996684686,0.04684535721486545,0.13915306637343874,0.06244923667573923
tom_mckenzie_directions,2027,20,24,10.0,0.5366022657118902,0.6439227188542683,0.0769708367207854,0.009500757385329656,0.06747007933545575,0.1876783486135988,0.06572582349820943
tom_mckenzie_directions,42,20,24,10.0,0.5366022657118902,0.6439227188542683,0.06153196971689183,0.019485280048305853,0.042046689668585976,0.09595551457678049,0.054524188105460836
we_fell_from_the_sky_not_you,123,18,24,9.0,0.3557534191634884,0.47433789221798467,0.07929506247224098,0.09527849524987077,-0.015983432777629786,0.051432881842610245,0.08329092066664844
we_fell_from_the_sky_not_you,2027,18,24,9.0,0.3557534191634884,0.47433789221798467,0.06595673091247059,0.04466660964046563,0.021290121272004962,0.06683263490341979,0.060634200594469355
we_fell_from_the_sky_not_you,42,18,24,9.0,0.3557534191634884,0.47433789221798467,0.061485264281175414,0.037739766006811615,0.0237454982743638,0.12265015250674972,0.05554888971258446
